Electric field distortions due to the shape of the CM; R,Z and Dist Int in cm
Source: Howard Wieman Dec 2000 - Done in MathCad on his laptop
33 steps in R   // This file is misnamed.  It is a copy of membrane_efield.dat
12 steps in Phi // and it is mistake.  But it must remain here for a while
69 steps in Z   // for backwards compatibility.  6/12/2001  JT
  14.5       5.236         130           0           0 
    17       5.236         130           0           0 
  24.5       5.236         130           0           0 
    27       5.236         130           0           0 
  34.5       5.236         130           0           0 
    37       5.236         130           0           0 
  44.5       5.236         130           0           0 
    47       5.236         130           0           0 
    49       5.236         130   -0.004278  4.378e-006 
    50       5.236         130    -0.00419  8.483e-006 
    51       5.236         130   -0.004105  1.232e-005 
  59.5       5.236         130   -0.003439  3.557e-005 
  64.5       5.236         130   -0.003082  4.287e-005 
  79.5       5.236         130    -0.00209   4.67e-005 
  84.5       5.236         130   -0.001775   4.41e-005 
  99.5       5.236         130  -0.0008626   3.08e-005 
 104.5       5.236         130  -0.0005704  2.553e-005 
 119.5       5.236         130   0.0002588  1.009e-005 
 124.5       5.236         130   0.0005155  5.552e-006 
 139.5       5.236         130    0.001207 -4.921e-006 
 144.5       5.236         130    0.001407 -7.202e-006 
 159.5       5.236         130    0.001895  -1.03e-005 
 164.5       5.236         130    0.002016 -1.018e-005 
 179.5       5.236         130    0.002244 -7.167e-006 
 184.5       5.236         130    0.002272 -5.555e-006 
   199       5.236         130    0.002221 -3.524e-007 
 199.3       5.236         130    0.002219 -2.649e-007 
 199.5       5.236         130    0.002216 -1.776e-007 
   202       5.236         130           0           0 
 209.5       5.236         130           0           0 
   212       5.236         130           0           0 
 219.5       5.236         130           0           0 
   222       5.236         130           0           0 
  14.5        5.76         130           0           0 
    17        5.76         130           0           0 
  24.5        5.76         130           0           0 
    27        5.76         130           0           0 
  34.5        5.76         130           0           0 
    37        5.76         130           0           0 
  44.5        5.76         130           0           0 
    47        5.76         130           0           0 
    49        5.76         130   -0.004018  1.736e-005 
    50        5.76         130   -0.003936  3.367e-005 
    51        5.76         130   -0.003856  4.899e-005 
  59.5        5.76         130    -0.00324   0.0001473 
  64.5        5.76         130   -0.002912   0.0001848 
  79.5        5.76         130      -0.002   0.0002421 
  84.5        5.76         130   -0.001709   0.0002487 
  99.5        5.76         130  -0.0008589    0.000246 
 104.5        5.76         130   -0.000584   0.0002396 
 119.5        5.76         130   0.0002049   0.0002104 
 124.5        5.76         130    0.000452   0.0001983 
 139.5        5.76         130    0.001126   0.0001579 
 144.5        5.76         130    0.001324   0.0001437 
 159.5        5.76         130    0.001813   0.0001007 
 164.5        5.76         130    0.001937  8.662e-005 
 179.5        5.76         130    0.002174   4.66e-005 
 184.5        5.76         130    0.002206  3.425e-005 
   199        5.76         130    0.002162  2.007e-006 
 199.3        5.76         130     0.00216  1.502e-006 
 199.5        5.76         130    0.002157      1e-006 
   202        5.76         130           0           0 
 209.5        5.76         130           0           0 
   212        5.76         130           0           0 
 219.5        5.76         130           0           0 
   222        5.76         130           0           0 
  14.5           0         140           0           0 
    17           0         140           0           0 
  24.5           0         140           0           0 
    27           0         140           0           0 
  34.5           0         140           0           0 
    37           0         140           0           0 
  44.5           0         140           0           0 
    47           0         140           0           0 
    49           0         140    -0.00245  2.326e-005 
    50           0         140     -0.0024  4.512e-005 
    51           0         140   -0.002352   6.57e-005 
  59.5           0         140   -0.001973   0.0001994 
  64.5           0         140   -0.001771   0.0002525 
  79.5           0         140   -0.001207   0.0003428 
  84.5           0         140   -0.001028    0.000357 
  99.5           0         140  -0.0005055   0.0003678 
 104.5           0         140  -0.0003374   0.0003632 
 119.5           0         140   0.0001414   0.0003316 
 124.5           0         140   0.0002902   0.0003162 
 139.5           0         140   0.0006925   0.0002602 
 144.5           0         140   0.0008089   0.0002391 
 159.5           0         140    0.001094   0.0001717 
 164.5           0         140    0.001165   0.0001487 
 179.5           0         140    0.001299  8.126e-005 
 184.5           0         140    0.001316  5.992e-005 
   199           0         140    0.001287   3.53e-006 
 199.3           0         140    0.001286  2.644e-006 
 199.5           0         140    0.001284  1.761e-006 
   202           0         140           0           0 
 209.5           0         140           0           0 
   212           0         140           0           0 
 219.5           0         140           0           0 
   222           0         140           0           0 
  14.5      0.5236         140           0           0 
    17      0.5236         140           0           0 
  24.5      0.5236         140           0           0 
    27      0.5236         140           0           0 
  34.5      0.5236         140           0           0 
    37      0.5236         140           0           0 
  44.5      0.5236         140           0           0 
    47      0.5236         140           0           0 
    49      0.5236         140   -0.001798  2.625e-005 
    50      0.5236         140   -0.001761  5.094e-005 
    51      0.5236         140   -0.001724  7.418e-005 
  59.5      0.5236         140   -0.001434   0.0002259 
  64.5      0.5236         140   -0.001276    0.000287 
  79.5      0.5236         140  -0.0008374   0.0003945 
  84.5      0.5236         140     -0.0007   0.0004126 
  99.5      0.5236         140  -0.0003114   0.0004312 
 104.5      0.5236         140  -0.0001902   0.0004278 
 119.5      0.5236         140   0.0001442   0.0003958 
 124.5      0.5236         140   0.0002448   0.0003791 
 139.5      0.5236         140   0.0005086   0.0003156 
 144.5      0.5236         140   0.0005827   0.0002909 
 159.5      0.5236         140    0.000759   0.0002109 
 164.5      0.5236         140   0.0008015   0.0001831 
 179.5      0.5236         140   0.0008783   0.0001006 
 184.5      0.5236         140   0.0008866  7.427e-005 
   199      0.5236         140   0.0008632   4.38e-006 
 199.3      0.5236         140   0.0008621   3.28e-006 
 199.5      0.5236         140   0.0008611  2.183e-006 
   202      0.5236         140           0           0 
 209.5      0.5236         140           0           0 
   212      0.5236         140           0           0 
 219.5      0.5236         140           0           0 
   222      0.5236         140           0           0 
  14.5       1.047         140           0           0 
    17       1.047         140           0           0 
  24.5       1.047         140           0           0 
    27       1.047         140           0           0 
  34.5       1.047         140           0           0 
    37       1.047         140           0           0 
  44.5       1.047         140           0           0 
    47       1.047         140           0           0 
    49       1.047         140   -0.001225   1.69e-005 
    50       1.047         140   -0.001199   3.28e-005 
    51       1.047         140   -0.001173  4.776e-005 
  59.5       1.047         140  -0.0009586   0.0001453 
  64.5       1.047         140   -0.000838   0.0001843 
  79.5       1.047         140  -0.0005039   0.0002518 
  84.5       1.047         140  -0.0004022   0.0002627 
  99.5       1.047         140   -0.000128   0.0002722 
 104.5       1.047         140 -4.753e-005   0.0002692 
 119.5       1.047         140   0.0001593   0.0002467 
 124.5       1.047         140   0.0002164   0.0002355 
 139.5       1.047         140   0.0003526   0.0001944 
 144.5       1.047         140   0.0003866   0.0001787 
 159.5       1.047         140   0.0004572   0.0001287 
 164.5       1.047         140   0.0004711   0.0001115 
 179.5       1.047         140   0.0004881  6.102e-005 
 184.5       1.047         140   0.0004866  4.501e-005 
   199       1.047         140   0.0004655  2.648e-006 
 199.3       1.047         140   0.0004649  1.981e-006 
 199.5       1.047         140   0.0004643  1.318e-006 
   202       1.047         140           0           0 
 209.5       1.047         140           0           0 
   212       1.047         140           0           0 
 219.5       1.047         140           0           0 
   222       1.047         140           0           0 
  14.5       1.571         140           0           0 
    17       1.571         140           0           0 
  24.5       1.571         140           0           0 
    27       1.571         140           0           0 
  34.5       1.571         140           0           0 
    37       1.571         140           0           0 
  44.5       1.571         140           0           0 
    47       1.571         140           0           0 
    49       1.571         140   -0.001005 -3.147e-008 
    50       1.571         140  -0.0009833 -6.328e-008 
    51       1.571         140  -0.0009617  -9.74e-008 
  59.5       1.571         140  -0.0007791 -6.467e-007 
  64.5       1.571         140  -0.0006753 -1.274e-006 
  79.5       1.571         140  -0.0003904 -4.514e-006 
  84.5       1.571         140  -0.0003054 -5.943e-006 
  99.5       1.571         140 -8.234e-005 -1.066e-005 
 104.5       1.571         140 -1.877e-005 -1.221e-005 
 119.5       1.571         140     0.00014 -1.613e-005 
 124.5       1.571         140   0.0001827 -1.704e-005 
 139.5       1.571         140    0.000282 -1.813e-005 
 144.5       1.571         140   0.0003063 -1.788e-005 
 159.5       1.571         140    0.000356 -1.528e-005 
 164.5       1.571         140   0.0003657 -1.385e-005 
 179.5       1.571         140   0.0003769 -8.371e-006 
 184.5       1.571         140   0.0003755  -6.31e-006 
   199       1.571         140    0.000359 -3.835e-007 
 199.3       1.571         140   0.0003586 -2.874e-007 
 199.5       1.571         140   0.0003582 -1.916e-007 
   202       1.571         140           0           0 
 209.5       1.571         140           0           0 
   212       1.571         140           0           0 
 219.5       1.571         140           0           0 
   222       1.571         140           0           0 
  14.5       2.094         140           0           0 
    17       2.094         140           0           0 
  24.5       2.094         140           0           0 
    27       2.094         140           0           0 
  34.5       2.094         140           0           0 
    37       2.094         140           0           0 
  44.5       2.094         140           0           0 
    47       2.094         140           0           0 
    49       2.094         140   -0.001217 -1.604e-005 
    50       2.094         140   -0.001192 -3.113e-005 
    51       2.094         140   -0.001166 -4.533e-005 
  59.5       2.094         140  -0.0009559  -0.0001379 
  64.5       2.094         140  -0.0008387  -0.0001751 
  79.5       2.094         140  -0.0005157  -0.0002395 
  84.5       2.094         140  -0.0004174    -0.00025 
  99.5       2.094         140  -0.0001509   -0.000259 
 104.5       2.094         140 -7.153e-005  -0.0002561 
 119.5       2.094         140   0.0001369   -0.000234 
 124.5       2.094         140   0.0001963   -0.000223 
 139.5       2.094         140   0.0003439  -0.0001828 
 144.5       2.094         140   0.0003829  -0.0001676 
 159.5       2.094         140   0.0004697  -0.0001196 
 164.5       2.094         140   0.0004889  -0.0001033 
 179.5       2.094         140   0.0005187 -5.607e-005 
 184.5       2.094         140     0.00052 -4.127e-005 
   199       2.094         140   0.0005012  -2.42e-006 
 199.3       2.094         140   0.0005007 -1.811e-006 
 199.5       2.094         140   0.0005001 -1.204e-006 
   202       2.094         140           0           0 
 209.5       2.094         140           0           0 
   212       2.094         140           0           0 
 219.5       2.094         140           0           0 
   222       2.094         140           0           0 
  14.5       2.618         140           0           0 
    17       2.618         140           0           0 
  24.5       2.618         140           0           0 
    27       2.618         140           0           0 
  34.5       2.618         140           0           0 
    37       2.618         140           0           0 
  44.5       2.618         140           0           0 
    47       2.618         140           0           0 
    49       2.618         140    -0.00176 -2.498e-005 
    50       2.618         140   -0.001724 -4.847e-005 
    51       2.618         140   -0.001688 -7.059e-005 
  59.5       2.618         140   -0.001406   -0.000215 
  64.5       2.618         140   -0.001253  -0.0002732 
  79.5       2.618         140  -0.0008311  -0.0003763 
  84.5       2.618         140   -0.000699   -0.000394 
  99.5       2.618         140  -0.0003238  -0.0004134 
 104.5       2.618         140  -0.0002057  -0.0004109 
 119.5       2.618         140   0.0001243  -0.0003826 
 124.5       2.618         140    0.000225  -0.0003674 
 139.5       2.618         140   0.0004935  -0.0003082 
 144.5       2.618         140   0.0005702  -0.0002849 
 159.5       2.618         140   0.0007557  -0.0002081 
 164.5       2.618         140   0.0008013  -0.0001811 
 179.5       2.618         140   0.0008854     -0.0001 
 184.5       2.618         140   0.0008954 -7.394e-005 
   199       2.618         140   0.0008737 -4.367e-006 
 199.3       2.618         140   0.0008727 -3.269e-006 
 199.5       2.618         140   0.0008717 -2.176e-006 
   202       2.618         140           0           0 
 209.5       2.618         140           0           0 
   212       2.618         140           0           0 
 219.5       2.618         140           0           0 
   222       2.618         140           0           0 
  14.5       3.142         140           0           0 
    17       3.142         140           0           0 
  24.5       3.142         140           0           0 
    27       3.142         140           0           0 
  34.5       3.142         140           0           0 
    37       3.142         140           0           0 
  44.5       3.142         140           0           0 
    47       3.142         140           0           0 
    49       3.142         140   -0.002387 -2.263e-005 
    50       3.142         140   -0.002339 -4.392e-005 
    51       3.142         140   -0.002291 -6.394e-005 
  59.5       3.142         140   -0.001924   -0.000194 
  64.5       3.142         140   -0.001729  -0.0002456 
  79.5       3.142         140    -0.00119  -0.0003329 
  84.5       3.142         140   -0.001018  -0.0003464 
  99.5       3.142         140  -0.0005172  -0.0003562 
 104.5       3.142         140  -0.0003549  -0.0003514 
 119.5       3.142         140   0.0001131  -0.0003198 
 124.5       3.142         140   0.0002605  -0.0003046 
 139.5       3.142         140   0.0006653  -0.0002497 
 144.5       3.142         140   0.0007845   -0.000229 
 159.5       3.142         140    0.001081  -0.0001638 
 164.5       3.142         140    0.001157  -0.0001417 
 179.5       3.142         140    0.001302 -7.713e-005 
 184.5       3.142         140    0.001322 -5.682e-005 
   199       3.142         140    0.001296 -3.343e-006 
 199.3       3.142         140    0.001295 -2.504e-006 
 199.5       3.142         140    0.001293 -1.668e-006 
   202       3.142         140           0           0 
 209.5       3.142         140           0           0 
   212       3.142         140           0           0 
 219.5       3.142         140           0           0 
   222       3.142         140           0           0 
  14.5       3.665         140           0           0 
    17       3.665         140           0           0 
  24.5       3.665         140           0           0 
    27       3.665         140           0           0 
  34.5       3.665         140           0           0 
    37       3.665         140           0           0 
  44.5       3.665         140           0           0 
    47       3.665         140           0           0 
    49       3.665         140    -0.00285 -1.332e-005 
    50       3.665         140   -0.002792 -2.584e-005 
    51       3.665         140   -0.002735 -3.761e-005 
  59.5       3.665         140   -0.002299  -0.0001131 
  64.5       3.665         140   -0.002067  -0.0001419 
  79.5       3.665         140   -0.001426  -0.0001861 
  84.5       3.665         140   -0.001221  -0.0001912 
  99.5       3.665         140  -0.0006225  -0.0001891 
 104.5       3.665         140   -0.000428  -0.0001842 
 119.5       3.665         140   0.0001335  -0.0001618 
 124.5       3.665         140   0.0003105  -0.0001526 
 139.5       3.665         140   0.0007965  -0.0001217 
 144.5       3.665         140   0.0009395  -0.0001109 
 159.5       3.665         140    0.001295 -7.795e-005 
 164.5       3.665         140    0.001385 -6.715e-005 
 179.5       3.665         140    0.001559 -3.626e-005 
 184.5       3.665         140    0.001583 -2.667e-005 
   199       3.665         140    0.001552 -1.566e-006 
 199.3       3.665         140     0.00155 -1.173e-006 
 199.5       3.665         140    0.001549 -7.814e-007 
   202       3.665         140           0           0 
 209.5       3.665         140           0           0 
   212       3.665         140           0           0 
 219.5       3.665         140           0           0 
   222       3.665         140           0           0 
  14.5       4.189         140           0           0 
    17       4.189         140           0           0 
  24.5       4.189         140           0           0 
    27       4.189         140           0           0 
  34.5       4.189         140           0           0 
    37       4.189         140           0           0 
  44.5       4.189         140           0           0 
    47       4.189         140           0           0 
    49       4.189         140   -0.003072 -4.817e-006 
    50       4.189         140   -0.003009 -9.337e-006 
    51       4.189         140   -0.002948 -1.357e-005 
  59.5       4.189         140   -0.002471 -3.984e-005 
  64.5       4.189         140   -0.002216  -4.88e-005 
  79.5       4.189         140    -0.00151 -5.725e-005 
  84.5       4.189         140   -0.001286   -5.6e-005 
  99.5       4.189         140   -0.000636 -4.585e-005 
 104.5       4.189         140   -0.000427 -4.128e-005 
 119.5       4.189         140   0.0001695 -2.687e-005 
 124.5       4.189         140   0.0003555 -2.231e-005 
 139.5       4.189         140   0.0008609 -1.069e-005 
 144.5       4.189         140    0.001008 -7.679e-006 
 159.5       4.189         140    0.001371 -1.473e-006 
 164.5       4.189         140    0.001462 -3.003e-007 
 179.5       4.189         140    0.001635  1.067e-006 
 184.5       4.189         140    0.001658  9.907e-007 
   199       4.189         140    0.001623  7.684e-008 
 199.3       4.189         140    0.001622  5.813e-008 
 199.5       4.189         140     0.00162  3.948e-008 
   202       4.189         140           0           0 
 209.5       4.189         140           0           0 
   212       4.189         140           0           0 
 219.5       4.189         140           0           0 
   222       4.189         140           0           0 
  14.5       4.712         140           0           0 
    17       4.712         140           0           0 
  24.5       4.712         140           0           0 
    27       4.712         140           0           0 
  34.5       4.712         140           0           0 
    37       4.712         140           0           0 
  44.5       4.712         140           0           0 
    47       4.712         140           0           0 
    49       4.712         140   -0.003134 -6.843e-007 
    50       4.712         140    -0.00307 -1.326e-006 
    51       4.712         140   -0.003007 -1.928e-006 
  59.5       4.712         140   -0.002515 -5.637e-006 
  64.5       4.712         140    -0.00225 -6.844e-006 
  79.5       4.712         140   -0.001515 -7.382e-006 
  84.5       4.712         140   -0.001282 -6.799e-006 
  99.5       4.712         140  -0.0006111 -3.684e-006 
 104.5       4.712         140  -0.0003974 -2.387e-006 
 119.5       4.712         140   0.0002054  1.536e-006 
 124.5       4.712         140   0.0003908  2.701e-006 
 139.5       4.712         140    0.000887  5.265e-006 
 144.5       4.712         140    0.001029  5.735e-006 
 159.5       4.712         140    0.001374   5.88e-006 
 164.5       4.712         140    0.001458  5.532e-006 
 179.5       4.712         140    0.001615  3.586e-006 
 184.5       4.712         140    0.001634  2.739e-006 
   199       4.712         140    0.001595  1.695e-007 
 199.3       4.712         140    0.001594  1.271e-007 
 199.5       4.712         140    0.001592  8.487e-008 
   202       4.712         140           0           0 
 209.5       4.712         140           0           0 
   212       4.712         140           0           0 
 219.5       4.712         140           0           0 
   222       4.712         140           0           0 
  14.5       5.236         140           0           0 
    17       5.236         140           0           0 
  24.5       5.236         140           0           0 
    27       5.236         140           0           0 
  34.5       5.236         140           0           0 
    37       5.236         140           0           0 
  44.5       5.236         140           0           0 
    47       5.236         140           0           0 
    49       5.236         140   -0.003108  3.398e-006 
    50       5.236         140   -0.003044  6.584e-006 
    51       5.236         140   -0.002982  9.566e-006 
  59.5       5.236         140   -0.002498  2.774e-005 
  64.5       5.236         140   -0.002238   3.36e-005 
  79.5       5.236         140   -0.001517   3.75e-005 
  84.5       5.236         140   -0.001287  3.586e-005 
  99.5       5.236         140  -0.0006231   2.67e-005 
 104.5       5.236         140  -0.0004105  2.295e-005 
 119.5       5.236         140   0.0001924   1.18e-005 
 124.5       5.236         140   0.0003787  8.454e-006 
 139.5       5.236         140   0.0008796  4.776e-007 
 144.5       5.236         140    0.001024 -1.378e-006 
 159.5       5.236         140    0.001375  -4.44e-006 
 164.5       5.236         140    0.001462 -4.686e-006 
 179.5       5.236         140    0.001623  -3.63e-006 
 184.5       5.236         140    0.001643 -2.856e-006 
   199       5.236         140    0.001606 -1.851e-007 
 199.3       5.236         140    0.001604 -1.393e-007 
 199.5       5.236         140    0.001602 -9.362e-008 
   202       5.236         140           0           0 
 209.5       5.236         140           0           0 
   212       5.236         140           0           0 
 219.5       5.236         140           0           0 
   222       5.236         140           0           0 
  14.5        5.76         140           0           0 
    17        5.76         140           0           0 
  24.5        5.76         140           0           0 
    27        5.76         140           0           0 
  34.5        5.76         140           0           0 
    37        5.76         140           0           0 
  44.5        5.76         140           0           0 
    47        5.76         140           0           0 
    49        5.76         140   -0.002914  1.271e-005 
    50        5.76         140   -0.002855  2.465e-005 
    51        5.76         140   -0.002797  3.588e-005 
  59.5        5.76         140   -0.002349   0.0001078 
  64.5        5.76         140   -0.002111   0.0001353 
  79.5        5.76         140   -0.001448   0.0001773 
  84.5        5.76         140   -0.001236   0.0001822 
  99.5        5.76         140   -0.000618   0.0001801 
 104.5        5.76         140  -0.0004181   0.0001754 
 119.5        5.76         140   0.0001545   0.0001539 
 124.5        5.76         140   0.0003335    0.000145 
 139.5        5.76         140   0.0008204   0.0001153 
 144.5        5.76         140   0.0009623   0.0001049 
 159.5        5.76         140    0.001312  7.342e-005 
 164.5        5.76         140      0.0014  6.315e-005 
 179.5        5.76         140    0.001568  3.395e-005 
 184.5        5.76         140     0.00159  2.494e-005 
   199        5.76         140    0.001557  1.461e-006 
 199.3        5.76         140    0.001556  1.094e-006 
 199.5        5.76         140    0.001554   7.28e-007 
   202        5.76         140           0           0 
 209.5        5.76         140           0           0 
   212        5.76         140           0           0 
 219.5        5.76         140           0           0 
   222        5.76         140           0           0 
  14.5           0         150           0           0 
    17           0         150           0           0 
  24.5           0         150           0           0 
    27           0         150           0           0 
  34.5           0         150           0           0 
    37           0         150           0           0 
  44.5           0         150           0           0 
    47           0         150           0           0 
    49           0         150   -0.001713   1.62e-005 
    50           0         150   -0.001678  3.143e-005 
    51           0         150   -0.001644  4.576e-005 
  59.5           0         150   -0.001379   0.0001389 
  64.5           0         150   -0.001238   0.0001758 
  79.5           0         150   -0.000843   0.0002386 
  84.5           0         150  -0.0007173   0.0002483 
  99.5           0         150  -0.0003516   0.0002556 
 104.5           0         150   -0.000234   0.0002523 
 119.5           0         150   0.0001009     0.00023 
 124.5           0         150   0.0002048   0.0002193 
 139.5           0         150   0.0004852   0.0001802 
 144.5           0         150   0.0005662   0.0001655 
 159.5           0         150   0.0007638   0.0001187 
 164.5           0         150    0.000813   0.0001028 
 179.5           0         150    0.000905  5.609e-005 
 184.5           0         150   0.0009166  4.135e-005 
   199           0         150   0.0008962  2.435e-006 
 199.3           0         150   0.0008951  1.824e-006 
 199.5           0         150   0.0008941  1.215e-006 
   202           0         150           0           0 
 209.5           0         150           0           0 
   212           0         150           0           0 
 219.5           0         150           0           0 
   222           0         150           0           0 
  14.5      0.5236         150           0           0 
    17      0.5236         150           0           0 
  24.5      0.5236         150           0           0 
    27      0.5236         150           0           0 
  34.5      0.5236         150           0           0 
    37      0.5236         150           0           0 
  44.5      0.5236         150           0           0 
    47      0.5236         150           0           0 
    49      0.5236         150    -0.00126   1.82e-005 
    50      0.5236         150   -0.001234  3.532e-005 
    51      0.5236         150   -0.001208  5.143e-005 
  59.5      0.5236         150   -0.001005   0.0001566 
  64.5      0.5236         150  -0.0008943   0.0001989 
  79.5      0.5236         150   -0.000587   0.0002732 
  84.5      0.5236         150  -0.0004907   0.0002856 
  99.5      0.5236         150  -0.0002182   0.0002981 
 104.5      0.5236         150  -0.0001332   0.0002956 
 119.5      0.5236         150   0.0001015    0.000273 
 124.5      0.5236         150    0.000172   0.0002613 
 139.5      0.5236         150    0.000357   0.0002172 
 144.5      0.5236         150   0.0004089   0.0002001 
 159.5      0.5236         150   0.0005321   0.0001448 
 164.5      0.5236         150   0.0005617   0.0001257 
 179.5      0.5236         150   0.0006149  6.896e-005 
 184.5      0.5236         150   0.0006207   5.09e-005 
   199      0.5236         150   0.0006041  3.001e-006 
 199.3      0.5236         150   0.0006034  2.247e-006 
 199.5      0.5236         150   0.0006026  1.496e-006 
   202      0.5236         150           0           0 
 209.5      0.5236         150           0           0 
   212      0.5236         150           0           0 
 219.5      0.5236         150           0           0 
   222      0.5236         150           0           0 
  14.5       1.047         150           0           0 
    17       1.047         150           0           0 
  24.5       1.047         150           0           0 
    27       1.047         150           0           0 
  34.5       1.047         150           0           0 
    37       1.047         150           0           0 
  44.5       1.047         150           0           0 
    47       1.047         150           0           0 
    49       1.047         150   -0.000863  1.171e-005 
    50       1.047         150  -0.0008447  2.272e-005 
    51       1.047         150  -0.0008265  3.308e-005 
  59.5       1.047         150  -0.0006758   0.0001006 
  64.5       1.047         150  -0.0005912   0.0001276 
  79.5       1.047         150  -0.0003569   0.0001743 
  84.5       1.047         150  -0.0002856   0.0001819 
  99.5       1.047         150 -9.307e-005   0.0001883 
 104.5       1.047         150  -3.64e-005   0.0001862 
 119.5       1.047         150   0.0001098   0.0001704 
 124.5       1.047         150   0.0001504   0.0001627 
 139.5       1.047         150   0.0002478   0.0001341 
 144.5       1.047         150   0.0002724   0.0001232 
 159.5       1.047         150    0.000324   8.86e-005 
 164.5       1.047         150   0.0003344  7.676e-005 
 179.5       1.047         150   0.0003479  4.196e-005 
 184.5       1.047         150   0.0003471  3.095e-005 
   199       1.047         150   0.0003325   1.82e-006 
 199.3       1.047         150   0.0003321  1.362e-006 
 199.5       1.047         150   0.0003317  9.059e-007 
   202       1.047         150           0           0 
 209.5       1.047         150           0           0 
   212       1.047         150           0           0 
 219.5       1.047         150           0           0 
   222       1.047         150           0           0 
  14.5       1.571         150           0           0 
    17       1.571         150           0           0 
  24.5       1.571         150           0           0 
    27       1.571         150           0           0 
  34.5       1.571         150           0           0 
    37       1.571         150           0           0 
  44.5       1.571         150           0           0 
    47       1.571         150           0           0 
    49       1.571         150  -0.0007106 -3.825e-008 
    50       1.571         150  -0.0006954 -7.563e-008 
    51       1.571         150  -0.0006801 -1.135e-007 
  59.5       1.571         150  -0.0005514  -5.68e-007 
  64.5       1.571         150  -0.0004783 -1.008e-006 
  79.5       1.571         150  -0.0002778 -3.126e-006 
  84.5       1.571         150  -0.0002179 -4.035e-006 
  99.5       1.571         150 -6.041e-005 -6.992e-006 
 104.5       1.571         150 -1.538e-005 -7.951e-006 
 119.5       1.571         150  9.759e-005 -1.033e-005 
 124.5       1.571         150   0.0001281 -1.088e-005 
 139.5       1.571         150   0.0001995 -1.146e-005 
 144.5       1.571         150   0.0002171 -1.127e-005 
 159.5       1.571         150   0.0002534 -9.571e-006 
 164.5       1.571         150   0.0002605 -8.662e-006 
 179.5       1.571         150   0.0002691 -5.215e-006 
 184.5       1.571         150   0.0002682 -3.928e-006 
   199       1.571         150   0.0002566 -2.385e-007 
 199.3       1.571         150   0.0002563 -1.787e-007 
 199.5       1.571         150    0.000256 -1.192e-007 
   202       1.571         150           0           0 
 209.5       1.571         150           0           0 
   212       1.571         150           0           0 
 219.5       1.571         150           0           0 
   222       1.571         150           0           0 
  14.5       2.094         150           0           0 
    17       2.094         150           0           0 
  24.5       2.094         150           0           0 
    27       2.094         150           0           0 
  34.5       2.094         150           0           0 
    37       2.094         150           0           0 
  44.5       2.094         150           0           0 
    47       2.094         150           0           0 
    49       2.094         150  -0.0008589 -1.117e-005 
    50       2.094         150  -0.0008408 -2.168e-005 
    51       2.094         150  -0.0008228 -3.157e-005 
  59.5       2.094         150  -0.0006747 -9.605e-005 
  64.5       2.094         150  -0.0005921  -0.0001219 
  79.5       2.094         150  -0.0003648  -0.0001667 
  84.5       2.094         150  -0.0002956   -0.000174 
  99.5       2.094         150  -0.0001076  -0.0001802 
 104.5       2.094         150 -5.162e-005  -0.0001781 
 119.5       2.094         150  9.578e-005  -0.0001627 
 124.5       2.094         150   0.0001379  -0.0001551 
 139.5       2.094         150   0.0002427  -0.0001272 
 144.5       2.094         150   0.0002704  -0.0001166 
 159.5       2.094         150   0.0003323 -8.323e-005 
 164.5       2.094         150    0.000346 -7.193e-005 
 179.5       2.094         150   0.0003675 -3.906e-005 
 184.5       2.094         150   0.0003684 -2.876e-005 
   199       2.094         150   0.0003553 -1.687e-006 
 199.3       2.094         150   0.0003548 -1.262e-006 
 199.5       2.094         150   0.0003544 -8.395e-007 
   202       2.094         150           0           0 
 209.5       2.094         150           0           0 
   212       2.094         150           0           0 
 219.5       2.094         150           0           0 
   222       2.094         150           0           0 
  14.5       2.618         150           0           0 
    17       2.618         150           0           0 
  24.5       2.618         150           0           0 
    27       2.618         150           0           0 
  34.5       2.618         150           0           0 
    37       2.618         150           0           0 
  44.5       2.618         150           0           0 
    47       2.618         150           0           0 
    49       2.618         150   -0.001236 -1.736e-005 
    50       2.618         150   -0.001211 -3.369e-005 
    51       2.618         150   -0.001186 -4.906e-005 
  59.5       2.618         150  -0.0009874  -0.0001494 
  64.5       2.618         150    -0.00088  -0.0001898 
  79.5       2.618         150   -0.000583   -0.000261 
  84.5       2.618         150  -0.0004901  -0.0002731 
  99.5       2.618         150   -0.000226   -0.000286 
 104.5       2.618         150  -0.0001429   -0.000284 
 119.5       2.618         150  8.899e-005  -0.0002637 
 124.5       2.618         150   0.0001597  -0.0002529 
 139.5       2.618         150   0.0003475  -0.0002115 
 144.5       2.618         150    0.000401  -0.0001953 
 159.5       2.618         150     0.00053  -0.0001422 
 164.5       2.618         150   0.0005615  -0.0001237 
 179.5       2.618         150   0.0006194  -6.82e-005 
 184.5       2.618         150   0.0006262 -5.039e-005 
   199       2.618         150   0.0006107 -2.974e-006 
 199.3       2.618         150     0.00061 -2.227e-006 
 199.5       2.618         150   0.0006092 -1.482e-006 
   202       2.618         150           0           0 
 209.5       2.618         150           0           0 
   212       2.618         150           0           0 
 219.5       2.618         150           0           0 
   222       2.618         150           0           0 
  14.5       3.142         150           0           0 
    17       3.142         150           0           0 
  24.5       3.142         150           0           0 
    27       3.142         150           0           0 
  34.5       3.142         150           0           0 
    37       3.142         150           0           0 
  44.5       3.142         150           0           0 
    47       3.142         150           0           0 
    49       3.142         150   -0.001673 -1.578e-005 
    50       3.142         150   -0.001639 -3.062e-005 
