#  FGT mapping, timeStamp date=20120127  time=174050
# electId,geoID,   RDO(1;2),ARM(0-4),APV(0-9;12-21),chan(0-127),    disk(1-6),quad(A-D),layer(P;R),strip(P:0-719;R0-279+400-679),   ordinate(rad;cm),lowSpan(cm;rad),upSpan(cm;rad), geoName,  stat,ped(ADC),sigPed(ADC)
3076,6736,  1,1,4,4,  2,A,P,256,   1.0022,11.500,38.250,  2AP256,   4,102.0,25.6
3077,5988,  1,1,4,5,  2,A,R,228,   16.4029,0.787,1.498,  2AR228,   0,186.0,26.6
3078,6694,  1,1,4,6,  2,A,P,214,   1.0902,11.500,38.250,  2AP214,   0,210.0,42.9
3079,6702,  1,1,4,7,  2,A,P,222,   1.0734,11.500,38.250,  2AP222,   0,198.0,33.5
3080,5995,  1,1,4,8,  2,A,R,235,   15.7353,0.787,1.495,  2AR235,   0,186.0,26.6
3081,6718,  1,1,4,9,  2,A,P,238,   1.0399,11.500,38.250,  2AP238,   0,234.0,38.8
3082,5997,  1,1,4,10,  2,A,R,237,   15.5445,0.787,1.494,  2AR237,   4,102.0,27.5
3083,5992,  1,1,4,11,  2,A,R,232,   16.0214,0.787,1.496,  2AR232,   0,198.0,28.2
3084,5999,  1,1,4,12,  2,A,R,239,   15.3537,0.787,1.493,  2AR239,   0,150.0,25.3
3085,6708,  1,1,4,13,  2,A,P,228,   1.0608,11.500,38.250,  2AP228,   0,234.0,38.7
3086,6746,  1,1,4,14,  2,A,P,266,   0.9812,11.500,38.250,  2AP266,   4,102.0,20.1
3087,6742,  1,1,4,15,  2,A,P,262,   0.9896,11.500,38.250,  2AP262,   0,162.0,34.1
3088,5989,  1,1,4,16,  2,A,R,229,   16.3075,0.787,1.497,  2AR229,   0,186.0,23.1
3089,6748,  1,1,4,17,  2,A,P,268,   0.9771,11.500,38.250,  2AP268,   4,102.0,33.7
3090,6704,  1,1,4,18,  2,A,P,224,   1.0692,11.500,38.250,  2AP224,   0,174.0,32.3
3091,5998,  1,1,4,19,  2,A,R,238,   15.4491,0.787,1.493,  2AR238,   0,186.0,22.9
3092,6003,  1,1,4,20,  2,A,R,243,   14.9722,0.787,1.491,  2AR243,   0,162.0,24.2
3093,6732,  1,1,4,21,  2,A,P,252,   1.0106,11.500,38.250,  2AP252,   2,102.0,9.5
3094,6720,  1,1,4,22,  2,A,P,240,   1.0357,11.500,38.250,  2AP240,   0,222.0,33.3
3095,6726,  1,1,4,23,  2,A,P,246,   1.0231,11.500,38.250,  2AP246,   0,210.0,34.1
3096,6752,  1,1,4,24,  2,A,P,272,   0.9687,11.500,38.250,  2AP272,   0,174.0,34.7
3097,6002,  1,1,4,25,  2,A,R,242,   15.0676,0.787,1.491,  2AR242,   0,174.0,22.7
3098,6001,  1,1,4,26,  2,A,R,241,   15.1630,0.787,1.492,  2AR241,   0,186.0,22.7
3099,6750,  1,1,4,27,  2,A,P,270,   0.9729,11.500,38.250,  2AP270,   4,102.0,32.2
3100,6754,  1,1,4,28,  2,A,P,274,   0.9645,11.500,38.250,  2AP274,   0,150.0,31.8
3101,5994,  1,1,4,29,  2,A,R,234,   15.8306,0.787,1.495,  2AR234,   0,234.0,22.1
3102,6760,  1,1,4,30,  2,A,P,280,   0.9519,11.500,38.250,  2AP280,   0,174.0,32.2
3103,6000,  1,1,4,31,  2,A,R,240,   15.2584,0.787,1.492,  2AR240,   0,186.0,21.2
3104,6762,  1,1,4,32,  2,A,P,282,   0.9477,11.500,38.250,  2AP282,   0,186.0,31.9
3105,6758,  1,1,4,33,  2,A,P,278,   0.9561,11.500,38.250,  2AP278,   0,150.0,30.6
3106,6710,  1,1,4,34,  2,A,P,230,   1.0567,11.500,38.250,  2AP230,   2,150.0,9.9
3107,6740,  1,1,4,35,  2,A,P,260,   0.9938,11.500,38.250,  2AP260,   0,186.0,31.8
3108,6730,  1,1,4,36,  2,A,P,250,   1.0148,11.500,38.250,  2AP250,   0,186.0,37.7
3109,6734,  1,1,4,37,  2,A,P,254,   1.0064,11.500,38.250,  2AP254,   0,186.0,31.5
3110,6005,  1,1,4,38,  2,A,R,245,   14.7815,0.787,1.490,  2AR245,   0,186.0,37.4
3111,6756,  1,1,4,39,  2,A,P,276,   0.9603,11.500,38.250,  2AP276,   0,150.0,29.8
3112,6768,  1,1,4,40,  2,A,P,288,   0.9352,11.500,38.250,  2AP288,   0,186.0,31.0
3113,6764,  1,1,4,41,  2,A,P,284,   0.9435,11.500,38.250,  2AP284,   0,162.0,30.8
3114,6728,  1,1,4,42,  2,A,P,248,   1.0189,11.500,38.250,  2AP248,   0,198.0,31.1
3115,5996,  1,1,4,43,  2,A,R,236,   15.6399,0.787,1.494,  2AR236,   0,186.0,20.9
3116,5990,  1,1,4,44,  2,A,R,230,   16.2122,0.787,1.497,  2AR230,   6,162.0,8.5
3117,6724,  1,1,4,45,  2,A,P,244,   1.0273,11.500,38.250,  2AP244,   0,234.0,31.4
3118,6770,  1,1,4,46,  2,A,P,290,   0.9310,11.500,38.250,  2AP290,   6,162.0,8.4
3119,6004,  1,1,4,47,  2,A,R,244,   14.8768,0.787,1.490,  2AR244,   0,186.0,20.7
3120,6007,  1,1,4,48,  2,A,R,247,   14.5907,0.787,1.489,  2AR247,   0,198.0,20.9
3121,6006,  1,1,4,49,  2,A,R,246,   14.6861,0.787,1.489,  2AR246,   0,198.0,23.2
3122,5986,  1,1,4,50,  2,A,R,226,   16.5937,0.787,1.499,  2AR226,   0,162.0,22.6
3123,6716,  1,1,4,51,  2,A,P,236,   1.0441,11.500,38.250,  2AP236,   0,270.0,33.6
3124,6698,  1,1,4,52,  2,A,P,218,   1.0818,11.500,38.250,  2AP218,   0,210.0,30.0
3125,6744,  1,1,4,53,  2,A,P,264,   0.9854,11.500,38.250,  2AP264,   0,162.0,31.1
3126,6706,  1,1,4,54,  2,A,P,226,   1.0650,11.500,38.250,  2AP226,   0,210.0,37.6
3127,6766,  1,1,4,55,  2,A,P,286,   0.9394,11.500,38.250,  2AP286,   0,186.0,30.0
3128,6714,  1,1,4,56,  2,A,P,234,   1.0483,11.500,38.250,  2AP234,   0,234.0,28.9
3129,6738,  1,1,4,57,  2,A,P,258,   0.9980,11.500,38.250,  2AP258,   0,150.0,31.1
3130,6712,  1,1,4,58,  2,A,P,232,   1.0525,11.500,38.250,  2AP232,   0,258.0,29.0
3131,6696,  1,1,4,59,  2,A,P,216,   1.0860,11.500,38.250,  2AP216,   0,210.0,30.3
3132,5991,  1,1,4,60,  2,A,R,231,   16.1168,0.787,1.496,  2AR231,   0,210.0,23.5
3133,5987,  1,1,4,61,  2,A,R,227,   16.4983,0.787,1.498,  2AR227,   0,210.0,22.5
3134,6008,  1,1,4,62,  2,A,R,248,   14.4953,0.787,1.488,  2AR248,   0,222.0,19.5
3135,6772,  1,1,4,63,  2,A,P,292,   0.9268,11.500,38.250,  2AP292,   0,174.0,30.3
3136,6009,  1,1,4,64,  2,A,R,249,   14.3999,0.787,1.488,  2AR249,   0,258.0,19.7
3137,6836,  1,1,4,65,  2,A,P,356,   0.7927,11.500,37.016,  2AP356,   0,162.0,33.2
3138,6034,  1,1,4,66,  2,A,R,274,   12.0154,0.787,1.471,  2AR274,   0,234.0,19.0
3139,6774,  1,1,4,67,  2,A,P,294,   0.9226,11.500,38.250,  2AP294,   0,174.0,31.9
3140,6035,  1,1,4,68,  2,A,R,275,   11.9201,0.787,1.470,  2AR275,   0,186.0,19.0
3141,6776,  1,1,4,69,  2,A,P,296,   0.9184,11.500,38.250,  2AP296,   0,198.0,31.2
3142,6010,  1,1,4,70,  2,A,R,250,   14.3046,0.787,1.487,  2AR250,   0,198.0,18.8
3143,6824,  1,1,4,71,  2,A,P,344,   0.8179,11.500,37.269,  2AP344,   0,162.0,30.2
3144,6011,  1,1,4,72,  2,A,R,251,   14.2092,0.787,1.487,  2AR251,   0,222.0,19.3
3145,6778,  1,1,4,73,  2,A,P,298,   0.9142,11.500,38.250,  2AP298,   0,174.0,33.1
3146,6037,  1,1,4,74,  2,A,R,277,   11.7293,0.787,1.469,  2AR277,   0,198.0,20.1
3147,6820,  1,1,4,75,  2,A,P,340,   0.8262,11.500,37.359,  2AP340,   0,174.0,29.9
3148,6036,  1,1,4,76,  2,A,R,276,   11.8247,0.787,1.470,  2AR276,   0,210.0,20.5
3149,6780,  1,1,4,77,  2,A,P,300,   0.9100,11.500,38.250,  2AP300,   0,174.0,31.3
3150,6012,  1,1,4,78,  2,A,R,252,   14.1138,0.787,1.486,  2AR252,   0,222.0,18.6
3151,6025,  1,1,4,79,  2,A,R,265,   12.8739,0.787,1.478,  2AR265,   0,198.0,19.4
3152,6013,  1,1,4,80,  2,A,R,253,   14.0184,0.787,1.485,  2AR253,   0,222.0,19.1
3153,6782,  1,1,4,81,  2,A,P,302,   0.9058,11.500,38.250,  2AP302,   0,198.0,33.1
3154,6838,  1,1,4,82,  2,A,P,358,   0.7885,11.500,36.977,  2AP358,   0,186.0,33.7
3155,6816,  1,1,4,83,  2,A,P,336,   0.8346,11.500,37.452,  2AP336,   0,162.0,30.1
3156,6832,  1,1,4,84,  2,A,P,352,   0.8011,11.500,37.097,  2AP352,   0,186.0,29.4
3157,6784,  1,1,4,85,  2,A,P,304,   0.9017,11.500,38.250,  2AP304,   0,210.0,33.7
3158,6014,  1,1,4,86,  2,A,R,254,   13.9230,0.787,1.485,  2AR254,   0,210.0,19.1
3159,6808,  1,1,4,87,  2,A,P,328,   0.8514,11.500,37.648,  2AP328,   0,174.0,32.3
3160,6015,  1,1,4,88,  2,A,R,255,   13.8277,0.787,1.484,  2AR255,   0,222.0,19.5
3161,6788,  1,1,4,89,  2,A,P,308,   0.8933,11.500,38.195,  2AP308,   0,186.0,33.9
3162,6027,  1,1,4,90,  2,A,R,267,   12.6831,0.787,1.476,  2AR267,   0,222.0,19.8
3163,6786,  1,1,4,91,  2,A,P,306,   0.8975,11.500,38.250,  2AP306,   0,186.0,34.2
3164,6016,  1,1,4,92,  2,A,R,256,   13.7323,0.787,1.484,  2AR256,   0,246.0,20.0
3165,6804,  1,1,4,93,  2,A,P,324,   0.8598,11.500,37.751,  2AP324,   0,186.0,33.3
3166,6017,  1,1,4,94,  2,A,R,257,   13.6369,0.787,1.483,  2AR257,   0,222.0,19.8
3167,6800,  1,1,4,95,  2,A,P,320,   0.8681,11.500,37.857,  2AP320,   0,198.0,35.0
3168,6032,  1,1,4,96,  2,A,R,272,   12.2062,0.787,1.473,  2AR272,   0,246.0,19.9
3169,6792,  1,1,4,97,  2,A,P,312,   0.8849,11.500,38.079,  2AP312,   0,210.0,31.7
3170,6033,  1,1,4,98,  2,A,R,273,   12.1108,0.787,1.472,  2AR273,   0,210.0,19.4
3171,6790,  1,1,4,99,  2,A,P,310,   0.8891,11.500,38.136,  2AP310,   0,186.0,30.1
3172,6030,  1,1,4,100,  2,A,R,270,   12.3970,0.787,1.474,  2AR270,   0,222.0,18.9
3173,6796,  1,1,4,101,  2,A,P,316,   0.8765,11.500,37.966,  2AP316,   0,198.0,31.3
3174,6018,  1,1,4,102,  2,A,R,258,   13.5415,0.787,1.482,  2AR258,   0,210.0,18.4
3175,6812,  1,1,4,103,  2,A,P,332,   0.8430,11.500,37.549,  2AP332,   0,162.0,31.5
3176,6019,  1,1,4,104,  2,A,R,259,   13.4461,0.787,1.482,  2AR259,   0,234.0,19.7
3177,6794,  1,1,4,105,  2,A,P,314,   0.8807,11.500,38.022,  2AP314,   0,198.0,32.5
3178,6020,  1,1,4,106,  2,A,R,260,   13.3508,0.787,1.481,  2AR260,   0,222.0,20.5
3179,6810,  1,1,4,107,  2,A,P,330,   0.8472,11.500,37.598,  2AP330,   0,174.0,31.3
3180,6031,  1,1,4,108,  2,A,R,271,   12.3016,0.787,1.474,  2AR271,   0,222.0,20.0
3181,6806,  1,1,4,109,  2,A,P,326,   0.8556,11.500,37.699,  2AP326,   0,174.0,31.8
3182,6021,  1,1,4,110,  2,A,R,261,   13.2554,0.787,1.481,  2AR261,   0,246.0,18.7
3183,6802,  1,1,4,111,  2,A,P,322,   0.8639,11.500,37.804,  2AP322,   0,186.0,33.7
3184,6028,  1,1,4,112,  2,A,R,268,   12.5877,0.787,1.476,  2AR268,   0,234.0,19.7
3185,6798,  1,1,4,113,  2,A,P,318,   0.8723,11.500,37.911,  2AP318,   0,198.0,33.3
3186,6029,  1,1,4,114,  2,A,R,269,   12.4923,0.787,1.475,  2AR269,   0,246.0,20.5
3187,6822,  1,1,4,115,  2,A,P,342,   0.8221,11.500,37.313,  2AP342,   0,174.0,33.7
3188,6022,  1,1,4,116,  2,A,R,262,   13.1600,0.787,1.480,  2AR262,   0,222.0,20.5
3189,6818,  1,1,4,117,  2,A,P,338,   0.8304,11.500,37.405,  2AP338,   0,210.0,34.1
3190,6023,  1,1,4,118,  2,A,R,263,   13.0646,0.787,1.479,  2AR263,   0,246.0,20.4
3191,6814,  1,1,4,119,  2,A,P,334,   0.8388,11.500,37.500,  2AP334,   0,186.0,35.3
3192,6026,  1,1,4,120,  2,A,R,266,   12.7785,0.787,1.477,  2AR266,   0,258.0,19.7
3193,6826,  1,1,4,121,  2,A,P,346,   0.8137,11.500,37.225,  2AP346,   0,198.0,35.2
3194,6024,  1,1,4,122,  2,A,R,264,   12.9692,0.787,1.479,  2AR264,   0,282.0,21.1
3195,6828,  1,1,4,123,  2,A,P,348,   0.8095,11.500,37.182,  2AP348,   0,210.0,36.6
3196,6038,  1,1,4,124,  2,A,R,278,   11.6339,0.787,1.468,  2AR278,   0,258.0,22.2
3197,6830,  1,1,4,125,  2,A,P,350,   0.8053,11.500,37.139,  2AP350,   0,234.0,36.7
3198,6039,  1,1,4,126,  2,A,R,279,   11.5385,0.787,1.467,  2AR279,   0,258.0,27.2
3199,6834,  1,1,4,127,  2,A,P,354,   0.7969,11.500,37.056,  2AP354,   0,378.0,40.0
3840,7209,  1,1,12,0,  2,B,R,9,   37.2986,0.821,1.539,  2BR009,   0,342.0,69.1
3841,7920,  1,1,12,1,  2,B,P,0,   1.5384,37.071,38.250,  2BP000,   0,294.0,18.8
3842,7933,  1,1,12,2,  2,B,P,13,   1.5112,20.144,38.250,  2BP013,   0,222.0,48.6
3843,7923,  1,1,12,3,  2,B,P,3,   1.5321,31.050,38.250,  2BP003,   0,246.0,29.9
3844,7940,  1,1,12,4,  2,B,P,20,   1.4965,16.173,38.250,  2BP020,   0,246.0,52.9
3845,7922,  1,1,12,5,  2,B,P,2,   1.5342,32.824,38.250,  2BP002,   0,234.0,27.8
3846,7921,  1,1,12,6,  2,B,P,1,   1.5363,34.824,38.250,  2BP001,   0,222.0,27.3
3847,7924,  1,1,12,7,  2,B,P,4,   1.5300,29.451,38.250,  2BP004,   0,282.0,11.3
3848,7211,  1,1,12,8,  2,B,R,11,   37.1079,0.802,1.538,  2BR011,   0,294.0,64.2
3849,7931,  1,1,12,9,  2,B,P,11,   1.5154,21.665,38.250,  2BP011,   0,270.0,40.6
3850,7213,  1,1,12,10,  2,B,R,13,   36.9171,0.782,1.538,  2BR013,   0,306.0,63.1
3851,7208,  1,1,12,11,  2,B,R,8,   37.3940,0.829,1.539,  2BR008,   0,306.0,11.9
3852,7215,  1,1,12,12,  2,B,R,15,   36.7264,0.760,1.538,  2BR015,   0,318.0,63.1
3853,7926,  1,1,12,13,  2,B,P,6,   1.5259,26.707,38.250,  2BP006,   0,258.0,33.2
3854,7945,  1,1,12,14,  2,B,P,25,   1.4861,19.125,38.250,  2BP025,   0,282.0,38.3
3855,7943,  1,1,12,15,  2,B,P,23,   1.4902,19.125,38.250,  2BP023,   0,306.0,35.8
3856,7204,  1,1,12,16,  2,B,R,4,   37.7755,0.862,1.539,  2BR004,   0,294.0,58.0
3857,7946,  1,1,12,17,  2,B,P,26,   1.4840,13.836,38.250,  2BP026,   0,306.0,43.9
3858,7205,  1,1,12,18,  2,B,R,5,   37.6802,0.854,1.539,  2BR005,   0,294.0,54.8
3859,7214,  1,1,12,19,  2,B,R,14,   36.8217,0.771,1.538,  2BR014,   0,306.0,52.2
3860,7219,  1,1,12,20,  2,B,R,19,   36.3448,0.706,1.538,  2BR019,   0,342.0,73.2
3861,7938,  1,1,12,21,  2,B,P,18,   1.5007,17.138,38.250,  2BP018,   0,342.0,39.8
3862,7932,  1,1,12,22,  2,B,P,12,   1.5133,20.879,38.250,  2BP012,   0,270.0,38.1
3863,7935,  1,1,12,23,  2,B,P,15,   1.5070,19.125,38.250,  2BP015,   0,318.0,35.8
3864,7948,  1,1,12,24,  2,B,P,28,   1.4798,13.201,38.250,  2BP028,   0,330.0,41.5
3865,7218,  1,1,12,25,  2,B,R,18,   36.4402,0.721,1.538,  2BR018,   0,318.0,31.6
3866,7217,  1,1,12,26,  2,B,R,17,   36.5356,0.735,1.538,  2BR017,   0,354.0,61.1
3867,7947,  1,1,12,27,  2,B,P,27,   1.4819,19.125,38.250,  2BP027,   0,330.0,32.8
3868,7949,  1,1,12,28,  2,B,P,29,   1.4777,19.125,38.250,  2BP029,   0,366.0,32.5
3869,7210,  1,1,12,29,  2,B,R,10,   37.2033,0.812,1.539,  2BR010,   0,330.0,44.5
3870,7952,  1,1,12,30,  2,B,P,32,   1.4714,12.092,38.250,  2BP032,   0,330.0,42.2
3871,7216,  1,1,12,31,  2,B,R,16,   36.6310,0.748,1.538,  2BR016,   0,330.0,53.3
3872,7953,  1,1,12,32,  2,B,P,33,   1.4693,19.125,38.250,  2BP033,   0,390.0,34.0
3873,7951,  1,1,12,33,  2,B,P,31,   1.4735,19.125,38.250,  2BP031,   0,354.0,32.5
3874,7927,  1,1,12,34,  2,B,P,7,   1.5238,25.522,38.250,  2BP007,   0,294.0,30.7
3875,7942,  1,1,12,35,  2,B,P,22,   1.4923,15.311,38.250,  2BP022,   0,330.0,38.5
3876,7937,  1,1,12,36,  2,B,P,17,   1.5028,19.125,38.250,  2BP017,   0,330.0,35.8
3877,7939,  1,1,12,37,  2,B,P,19,   1.4986,19.125,38.250,  2BP019,   0,330.0,32.5
3878,7221,  1,1,12,38,  2,B,R,21,   36.1541,0.671,1.538,  2BR021,   2,390.0,87.6
3879,7950,  1,1,12,39,  2,B,P,30,   1.4756,12.622,38.250,  2BP030,   0,342.0,40.1
3880,7956,  1,1,12,40,  2,B,P,36,   1.4630,11.500,38.250,  2BP036,   0,402.0,42.2
3881,7954,  1,1,12,41,  2,B,P,34,   1.4672,11.604,38.250,  2BP034,   0,342.0,39.7
3882,7936,  1,1,12,42,  2,B,P,16,   1.5049,18.226,38.250,  2BP016,   0,282.0,35.4
3883,7212,  1,1,12,43,  2,B,R,12,   37.0125,0.792,1.538,  2BR012,   0,306.0,12.3
3884,7925,  1,1,12,44,  2,B,P,5,   1.5280,28.016,38.250,  2BP005,   6,282.0,8.7
3885,7934,  1,1,12,45,  2,B,P,14,   1.5091,19.462,38.250,  2BP014,   0,306.0,32.8
3886,7957,  1,1,12,46,  2,B,P,37,   1.4609,19.125,38.250,  2BP037,   0,390.0,30.7
3887,7220,  1,1,12,47,  2,B,R,20,   36.2495,0.690,1.538,  2BR020,   0,366.0,75.8
3888,7223,  1,1,12,48,  2,B,R,23,   35.9633,0.620,1.537,  2BR023,   2,378.0,118.8
3889,7222,  1,1,12,49,  2,B,R,22,   36.0587,0.649,1.538,  2BR022,   6,306.0,8.4
3890,7200,  1,1,12,50,  2,B,R,0,   38.1571,0.891,1.539,  2BR000,   0,282.0,58.1
3891,7930,  1,1,12,51,  2,B,P,10,   1.5175,22.518,38.250,  2BP010,   0,306.0,31.1
3892,7203,  1,1,12,52,  2,B,R,3,   37.8709,0.869,1.539,  2BR003,   0,306.0,45.8
3893,7944,  1,1,12,53,  2,B,P,24,   1.4882,14.536,38.250,  2BP024,   6,306.0,8.9
3894,7206,  1,1,12,54,  2,B,R,6,   37.5848,0.846,1.539,  2BR006,   0,318.0,44.0
3895,7955,  1,1,12,55,  2,B,P,35,   1.4651,19.125,38.250,  2BP035,   0,366.0,27.8
3896,7929,  1,1,12,56,  2,B,P,9,   1.5196,23.436,38.250,  2BP009,   0,366.0,31.8
3897,7941,  1,1,12,57,  2,B,P,21,   1.4944,19.125,38.250,  2BP021,   0,366.0,30.7
3898,7928,  1,1,12,58,  2,B,P,8,   1.5217,24.432,38.250,  2BP008,   0,342.0,29.1
3899,7202,  1,1,12,59,  2,B,R,2,   37.9663,0.877,1.539,  2BR002,   0,282.0,47.5
3900,7207,  1,1,12,60,  2,B,R,7,   37.4894,0.838,1.539,  2BR007,   0,366.0,43.1
3901,7201,  1,1,12,61,  2,B,R,1,   38.0617,0.884,1.539,  2BR001,   0,342.0,45.3
3902,7960,  1,1,12,62,  2,B,P,40,   1.4546,11.500,38.250,  2BP040,   0,366.0,38.0
3903,7958,  1,1,12,63,  2,B,P,38,   1.4588,11.500,38.250,  2BP038,   0,390.0,36.1
3904,7961,  1,1,12,64,  2,B,P,41,   1.4525,19.125,38.250,  2BP041,   0,426.0,26.8
3905,7996,  1,1,12,65,  2,B,P,76,   1.3792,11.500,38.250,  2BP076,   0,414.0,33.7
3906,7991,  1,1,12,66,  2,B,P,71,   1.3897,19.125,38.250,  2BP071,   0,426.0,27.1
3907,7959,  1,1,12,67,  2,B,P,39,   1.4567,19.125,38.250,  2BP039,   0,390.0,25.5
3908,7245,  1,1,12,68,  2,B,R,45,   33.8650,0.787,1.535,  2BR045,   0,426.0,37.8
3909,7224,  1,1,12,69,  2,B,R,24,   35.8679,0.573,1.537,  2BR024,   0,402.0,39.1
3910,7225,  1,1,12,70,  2,B,R,25,   35.7726,0.787,1.537,  2BR025,   0,378.0,40.0
3911,7989,  1,1,12,71,  2,B,P,69,   1.3939,19.125,38.250,  2BP069,   0,414.0,24.7
3912,7964,  1,1,12,72,  2,B,P,44,   1.4463,11.500,38.250,  2BP044,   0,390.0,34.7
3913,7962,  1,1,12,73,  2,B,P,42,   1.4504,11.500,38.250,  2BP042,   0,414.0,33.9
3914,7247,  1,1,12,74,  2,B,R,47,   33.6742,0.787,1.535,  2BR047,   0,402.0,42.2
3915,7242,  1,1,12,75,  2,B,R,42,   34.1511,0.787,1.536,  2BR042,   0,378.0,33.9
3916,7246,  1,1,12,76,  2,B,R,46,   33.7696,0.787,1.535,  2BR046,   0,450.0,43.9
3917,7963,  1,1,12,77,  2,B,P,43,   1.4483,19.125,38.250,  2BP043,   0,414.0,25.3
3918,7965,  1,1,12,78,  2,B,P,45,   1.4442,19.125,38.250,  2BP045,   0,426.0,27.3
3919,7979,  1,1,12,79,  2,B,P,59,   1.4148,19.125,38.250,  2BP059,   0,414.0,24.8
3920,7227,  1,1,12,80,  2,B,R,27,   35.5818,0.787,1.537,  2BR027,   0,366.0,31.5
3921,7226,  1,1,12,81,  2,B,R,26,   35.6772,0.787,1.537,  2BR026,   0,426.0,38.4
3922,7997,  1,1,12,82,  2,B,P,77,   1.3771,19.125,38.250,  2BP077,   0,438.0,28.3
3923,7984,  1,1,12,83,  2,B,P,64,   1.4044,11.500,38.250,  2BP064,   0,414.0,31.8
3924,7994,  1,1,12,84,  2,B,P,74,   1.3834,11.500,38.250,  2BP074,   0,450.0,33.6
3925,7966,  1,1,12,85,  2,B,P,46,   1.4421,11.500,38.250,  2BP046,   0,414.0,33.4
3926,7228,  1,1,12,86,  2,B,R,28,   35.4864,0.787,1.537,  2BR028,   0,414.0,39.1
3927,7238,  1,1,12,87,  2,B,R,38,   34.5326,0.787,1.536,  2BR038,   0,378.0,36.2
3928,7229,  1,1,12,88,  2,B,R,29,   35.3910,0.787,1.537,  2BR029,   0,414.0,38.6
3929,7968,  1,1,12,89,  2,B,P,48,   1.4379,11.500,38.250,  2BP048,   0,426.0,33.5
3930,7982,  1,1,12,90,  2,B,P,62,   1.4086,11.500,38.250,  2BP062,   0,450.0,33.6
3931,7967,  1,1,12,91,  2,B,P,47,   1.4400,19.125,38.250,  2BP047,   0,426.0,25.6
3932,7230,  1,1,12,92,  2,B,R,30,   35.2957,0.787,1.537,  2BR030,   0,390.0,38.2
3933,7976,  1,1,12,93,  2,B,P,56,   1.4211,11.500,38.250,  2BP056,   0,402.0,31.9
3934,7231,  1,1,12,94,  2,B,R,31,   35.2003,0.787,1.537,  2BR031,   0,426.0,39.4
3935,7974,  1,1,12,95,  2,B,P,54,   1.4253,11.500,38.250,  2BP054,   0,402.0,32.5
3936,7243,  1,1,12,96,  2,B,R,43,   34.0557,0.787,1.536,  2BR043,   0,474.0,42.1
3937,7970,  1,1,12,97,  2,B,P,50,   1.4337,11.500,38.250,  2BP050,   0,426.0,33.8
3938,7990,  1,1,12,98,  2,B,P,70,   1.3918,11.500,38.250,  2BP070,   0,450.0,36.5
3939,7969,  1,1,12,99,  2,B,P,49,   1.4358,19.125,38.250,  2BP049,   0,438.0,25.5
3940,7986,  1,1,12,100,  2,B,P,66,   1.4002,11.500,38.250,  2BP066,   0,462.0,36.0
3941,7972,  1,1,12,101,  2,B,P,52,   1.4295,11.500,38.250,  2BP052,   0,438.0,35.1
3942,7232,  1,1,12,102,  2,B,R,32,   35.1049,0.787,1.537,  2BR032,   0,402.0,43.0
3943,7981,  1,1,12,103,  2,B,P,61,   1.4107,19.125,38.250,  2BP061,   0,426.0,25.1
3944,7233,  1,1,12,104,  2,B,R,33,   35.0095,0.787,1.537,  2BR033,   0,486.0,50.0
3945,7971,  1,1,12,105,  2,B,P,51,   1.4316,19.125,38.250,  2BP051,   0,414.0,26.9
3946,7234,  1,1,12,106,  2,B,R,34,   34.9141,0.787,1.536,  2BR034,   0,462.0,44.0
3947,7980,  1,1,12,107,  2,B,P,60,   1.4127,11.500,38.250,  2BP060,   0,402.0,34.0
3948,7987,  1,1,12,108,  2,B,P,67,   1.3981,19.125,38.250,  2BP067,   0,438.0,28.3
3949,7977,  1,1,12,109,  2,B,P,57,   1.4190,19.125,38.250,  2BP057,   0,426.0,26.8
3950,7235,  1,1,12,110,  2,B,R,35,   34.8188,0.787,1.536,  2BR035,   0,450.0,40.3
3951,7975,  1,1,12,111,  2,B,P,55,   1.4232,19.125,38.250,  2BP055,   0,450.0,26.4
3952,7983,  1,1,12,112,  2,B,P,63,   1.4065,19.125,38.250,  2BP063,   0,474.0,30.5
3953,7973,  1,1,12,113,  2,B,P,53,   1.4274,19.125,38.250,  2BP053,   0,438.0,27.7
3954,7241,  1,1,12,114,  2,B,R,41,   34.2465,0.787,1.536,  2BR041,   0,438.0,52.8
3955,7988,  1,1,12,115,  2,B,P,68,   1.3960,11.500,38.250,  2BP068,   0,450.0,36.6
3956,7236,  1,1,12,116,  2,B,R,36,   34.7234,0.787,1.536,  2BR036,   0,450.0,44.8
3957,7985,  1,1,12,117,  2,B,P,65,   1.4023,19.125,38.250,  2BP065,   0,450.0,28.7
3958,7237,  1,1,12,118,  2,B,R,37,   34.6280,0.787,1.536,  2BR037,   0,450.0,45.1
3959,7240,  1,1,12,119,  2,B,R,40,   34.3419,0.787,1.536,  2BR040,   0,474.0,43.2
3960,7239,  1,1,12,120,  2,B,R,39,   34.4372,0.787,1.536,  2BR039,   0,498.0,47.6
3961,7244,  1,1,12,121,  2,B,R,44,   33.9603,0.787,1.535,  2BR044,   0,498.0,44.7
3962,7978,  1,1,12,122,  2,B,P,58,   1.4169,11.500,38.250,  2BP058,   0,486.0,43.0
3963,7992,  1,1,12,123,  2,B,P,72,   1.3876,11.500,38.250,  2BP072,   0,486.0,41.0
3964,7248,  1,1,12,124,  2,B,R,48,   33.5788,0.787,1.535,  2BR048,   0,522.0,49.0
3965,7993,  1,1,12,125,  2,B,P,73,   1.3855,19.125,38.250,  2BP073,   0,498.0,33.3
3966,7249,  1,1,12,126,  2,B,R,49,   33.4834,0.787,1.535,  2BR049,   4,570.0,53.7
